type,nameOrig,nameDest,amount,oldbalanceOrg,newbalanceOrg,oldbalanceDest,newbalanceDest,isFraud,creditCard,timestamp
PAYMENT,Eve,David,694.44,2276.34,1581.9,21631.1,22325.539999999997,1,1234-5678-9012-0428,2024-11-16 10:38:58.665651
DEBIT,John,Alice,4169.68,29960.24,25790.56,43160.07,47329.75,1,1234-5678-9012-0721,2024-05-21 10:38:58.665659
DEBIT,David,John,1713.94,37274.08,35560.14,17498.44,19212.379999999997,1,1234-5678-9012-0280,2024-07-28 10:38:58.665666
CASH_OUT,David,Bob,8168.49,21643.37,13474.88,33287.82,41456.31,1,1234-5678-9012-0349,2024-11-17 10:38:58.665673
DEBIT,David,John,5020.51,19578.69,14558.179999999998,41034.78,46055.29,1,1234-5678-9012-0236,2024-12-15 10:38:58.665680
PAYMENT,Bob,Charlie,6220.29,18749.0,12528.71,35488.6,41708.89,1,1234-5678-9012-0820,2025-02-27 10:38:58.665686
PAYMENT,Jane,John,748.02,11918.18,11170.16,14337.99,15086.01,1,1234-5678-9012-0431,2024-07-23 10:38:58.665693
PAYMENT,John,Alice,5063.95,35668.0,30604.05,62.96,5126.91,1,1234-5678-9012-0945,2024-11-21 10:38:58.665700
CASH_IN,Eve,John,722.28,14060.68,13338.4,7881.19,8603.47,1,1234-5678-9012-0425,2024-05-19 10:38:58.665708
CASH_OUT,David,Alice,1547.99,25985.5,24437.51,40116.56,41664.549999999996,1,1234-5678-9012-0538,2024-07-29 10:38:58.665715
PAYMENT,Eve,Charlie,4459.91,31063.64,26603.73,9476.87,13936.78,1,1234-5678-9012-0677,2025-01-16 10:38:58.665721
CASH_OUT,Charlie,Bob,5167.01,18166.54,12999.53,28868.49,34035.5,1,1234-5678-9012-0683,2024-10-08 10:38:58.665728
TRANSFER,Eve,John,7102.24,5610.51,-1491.7299999999996,21517.49,28619.730000000003,1,1234-5678-9012-0480,2024-08-29 10:38:58.665735
DEBIT,Bob,Charlie,4046.51,29132.87,25086.36,15412.47,19458.98,1,1234-5678-9012-0995,2024-12-14 10:38:58.665742
DEBIT,Charlie,David,2340.81,48852.55,46511.740000000005,6949.94,9290.75,1,1234-5678-9012-0809,2024-09-12 10:38:58.665748
TRANSFER,Jane,David,2622.07,17825.17,15203.099999999999,30129.69,32751.76,1,1234-5678-9012-0633,2024-09-11 10:38:58.665755
TRANSFER,David,John,3536.61,2430.63,-1105.98,24947.16,28483.77,1,1234-5678-9012-0170,2025-02-23 10:38:58.665761
DEBIT,Bob,John,6509.73,45131.56,38621.83,39949.92,46459.649999999994,1,1234-5678-9012-0395,2024-08-23 10:38:58.665768
DEBIT,Charlie,Jane,6605.87,17484.37,10878.5,48931.15,55537.020000000004,1,1234-5678-9012-0477,2024-11-13 10:38:58.665775
DEBIT,Charlie,David,8650.84,21356.83,12705.990000000002,9500.05,18150.89,1,1234-5678-9012-0378,2024-12-24 10:38:58.665781
PAYMENT,Alice,Jane,6920.97,25964.63,19043.66,38818.51,45739.48,1,1234-5678-9012-0917,2024-06-16 10:38:58.665788
CASH_OUT,Eve,Alice,4164.02,121.76,-4042.26,12784.93,16948.95,1,1234-5678-9012-0695,2025-03-24 10:38:58.665795
PAYMENT,John,Jane,1112.98,20189.46,19076.48,21306.83,22419.81,1,1234-5678-9012-0321,2024-05-26 10:38:58.665801
PAYMENT,John,Alice,1750.06,43536.94,41786.880000000005,10364.49,12114.55,1,1234-5678-9012-0907,2024-05-14 10:38:58.665808
PAYMENT,Charlie,John,9559.1,5326.15,-4232.950000000001,32780.96,42340.06,1,1234-5678-9012-0124,2024-07-29 10:38:58.665816
DEBIT,Eve,John,2261.91,7191.99,4930.08,9886.1,12148.01,1,1234-5678-9012-0323,2024-10-01 10:38:58.665823
TRANSFER,Eve,David,847.74,5068.4,4220.66,10082.98,10930.72,1,1234-5678-9012-0757,2025-03-03 10:38:58.665830
CASH_IN,Eve,Alice,4815.03,30711.07,25896.04,24528.45,29343.48,1,1234-5678-9012-0076,2024-09-25 10:38:58.665838
DEBIT,Alice,David,8253.13,37433.06,29179.93,32452.64,40705.77,1,1234-5678-9012-0765,2024-09-27 10:38:58.665845
CASH_OUT,Jane,Charlie,6804.9,35693.27,28888.369999999995,19913.95,26718.85,1,1234-5678-9012-0584,2024-09-12 10:38:58.665852
CASH_IN,Jane,Bob,8994.27,25321.45,16327.18,6727.95,15722.220000000001,1,1234-5678-9012-0121,2024-08-29 10:38:58.665858
CASH_OUT,John,Jane,8497.91,36529.14,28031.23,15817.92,24315.83,1,1234-5678-9012-0758,2024-10-13 10:38:58.665865
PAYMENT,Jane,Alice,2373.16,45606.81,43233.649999999994,44803.33,47176.490000000005,1,1234-5678-9012-0687,2025-01-19 10:38:58.665872
PAYMENT,Charlie,Eve,6732.79,41908.67,35175.88,19934.48,26667.27,1,1234-5678-9012-0186,2024-06-20 10:38:58.665878
CASH_OUT,Jane,Bob,7749.9,32354.14,24604.239999999998,8008.5,15758.4,1,1234-5678-9012-0813,2024-07-21 10:38:58.665885
DEBIT,John,Charlie,3392.13,23208.75,19816.62,23997.06,27389.190000000002,1,1234-5678-9012-0607,2024-05-24 10:38:58.665892
TRANSFER,David,Eve,5837.8,46165.42,40327.619999999995,7372.2,13210.0,1,1234-5678-9012-0837,2025-01-02 10:38:58.665899
CASH_OUT,Jane,Bob,5184.42,49456.61,44272.19,34664.82,39849.24,1,1234-5678-9012-0039,2025-01-26 10:38:58.665905
DEBIT,Alice,David,8689.59,43653.47,34963.880000000005,35299.02,43988.61,1,1234-5678-9012-0032,2025-02-11 10:38:58.665912
CASH_OUT,John,Eve,555.36,18348.26,17792.899999999998,1984.8,2540.16,1,1234-5678-9012-0630,2024-11-24 10:38:58.665918
DEBIT,David,Charlie,7110.22,12589.35,5479.13,17109.04,24219.260000000002,1,1234-5678-9012-0294,2024-10-02 10:38:58.665927
CASH_IN,Charlie,Alice,1443.57,12122.93,10679.36,26017.12,27460.69,1,1234-5678-9012-0408,2024-07-04 10:38:58.665934
CASH_IN,David,Eve,9097.44,6062.13,-3035.3100000000004,36082.72,45180.16,1,1234-5678-9012-0983,2024-07-22 10:38:58.665941
TRANSFER,John,Alice,7185.25,26813.03,19627.78,49590.63,56775.88,1,1234-5678-9012-0830,2025-03-09 10:38:58.665947
CASH_OUT,John,Charlie,6204.17,11081.03,4876.860000000001,19069.69,25273.86,1,1234-5678-9012-0474,2024-07-27 10:38:58.665953
PAYMENT,Bob,Eve,90.25,36004.22,35913.97,27185.97,27276.22,1,1234-5678-9012-0618,2024-10-26 10:38:58.665960
PAYMENT,David,Charlie,2495.92,4779.88,2283.96,45847.29,48343.21,1,1234-5678-9012-0189,2024-07-02 10:38:58.665967
CASH_OUT,Bob,Charlie,7207.85,24491.38,17283.53,42206.55,49414.4,1,1234-5678-9012-0148,2024-07-20 10:38:58.665974
CASH_IN,Jane,David,6558.74,43058.29,36499.55,15262.17,21820.91,1,1234-5678-9012-0585,2024-12-03 10:38:58.665981
TRANSFER,Jane,Bob,256.43,6304.02,6047.59,47657.21,47913.64,1,1234-5678-9012-0514,2024-07-30 10:38:58.665987
DEBIT,Charlie,David,3690.61,8224.83,4534.219999999999,6118.14,9808.75,1,1234-5678-9012-0707,2024-08-11 10:38:58.665996
PAYMENT,David,Jane,3307.06,2299.04,-1008.02,42979.76,46286.82,1,1234-5678-9012-0012,2024-12-06 10:38:58.666005
TRANSFER,Charlie,Bob,782.28,17825.49,17043.210000000003,30623.5,31405.78,1,1234-5678-9012-0749,2024-08-18 10:38:58.666012
CASH_OUT,Eve,Bob,9774.58,34509.98,24735.4,47399.13,57173.71,1,1234-5678-9012-0293,2025-04-09 10:38:58.666023
DEBIT,Bob,Charlie,8188.21,24763.25,16575.04,22628.53,30816.739999999998,1,1234-5678-9012-0568,2024-09-03 10:38:58.666029
PAYMENT,Eve,Bob,6505.42,40077.43,33572.01,29491.0,35996.42,1,1234-5678-9012-0734,2025-04-03 10:38:58.666036
CASH_OUT,Bob,David,1034.37,2016.89,982.5200000000002,25701.9,26736.27,1,1234-5678-9012-0967,2024-09-08 10:38:58.666042
DEBIT,Jane,Eve,5354.78,12472.49,7117.71,11530.43,16885.21,1,1234-5678-9012-0397,2025-02-03 10:38:58.666049
TRANSFER,David,Alice,3468.4,10387.04,6918.640000000001,39356.22,42824.62,1,1234-5678-9012-0093,2025-02-19 10:38:58.666056
CASH_IN,Jane,Eve,1460.87,4723.71,3262.84,1026.97,2487.84,1,1234-5678-9012-0302,2024-08-03 10:38:58.666063
CASH_IN,Bob,David,8577.4,46200.73,37623.33,49485.93,58063.33,1,1234-5678-9012-0191,2024-12-06 10:38:58.666069
PAYMENT,David,Alice,6605.51,41416.35,34810.84,28976.52,35582.03,1,1234-5678-9012-0150,2024-12-12 10:38:58.666076
CASH_OUT,John,Charlie,6594.73,15969.08,9374.35,8073.97,14668.7,1,1234-5678-9012-0702,2024-06-24 10:38:58.666083
DEBIT,Bob,Charlie,9347.18,19147.11,9799.93,21166.81,30513.99,1,1234-5678-9012-0271,2024-09-25 10:38:58.666090
CASH_IN,David,Jane,742.15,1703.01,960.86,23038.31,23780.460000000003,1,1234-5678-9012-0579,2024-12-03 10:38:58.666096
CASH_OUT,Eve,Bob,3062.8,8973.84,5911.04,16960.71,20023.51,1,1234-5678-9012-0694,2024-11-18 10:38:58.666103
CASH_IN,Eve,David,3730.13,48806.04,45075.91,24986.88,28717.010000000002,1,1234-5678-9012-0780,2024-07-07 10:38:58.666109
TRANSFER,David,John,6819.36,33044.21,26224.85,29494.92,36314.28,1,1234-5678-9012-0812,2024-09-10 10:38:58.666116
CASH_IN,Charlie,Jane,586.22,38000.95,37414.729999999996,11663.94,12250.16,1,1234-5678-9012-0221,2024-06-07 10:38:58.666122
TRANSFER,Bob,Eve,4629.21,612.36,-4016.85,32847.59,37476.799999999996,1,1234-5678-9012-0830,2024-06-09 10:38:58.666129
CASH_IN,John,David,8750.06,5296.18,-3453.879999999999,42604.07,51354.13,1,1234-5678-9012-0854,2024-12-15 10:38:58.666136
PAYMENT,Eve,David,4821.58,40072.37,35250.79,12851.84,17673.42,1,1234-5678-9012-0164,2025-03-04 10:38:58.666142
CASH_IN,Eve,Jane,4002.93,31694.32,27691.39,4539.15,8542.08,1,1234-5678-9012-0731,2024-06-19 10:38:58.666149
DEBIT,Eve,John,5530.17,35066.33,29536.160000000003,8216.77,13746.94,1,1234-5678-9012-0548,2024-05-25 10:38:58.666155
PAYMENT,Charlie,Alice,5655.04,25431.5,19776.46,9293.61,14948.650000000001,1,1234-5678-9012-0236,2025-04-17 10:38:58.666162
TRANSFER,Charlie,Bob,8344.87,29212.26,20867.39,47908.67,56253.54,1,1234-5678-9012-0086,2024-12-21 10:38:58.666168
PAYMENT,Jane,John,5118.5,6462.31,1343.8100000000004,35193.26,40311.76,1,1234-5678-9012-0547,2024-07-30 10:38:58.666175
DEBIT,John,Alice,7200.12,39029.03,31828.91,14630.18,21830.3,1,1234-5678-9012-0958,2025-02-09 10:38:58.666182
CASH_OUT,John,Jane,4981.94,39883.33,34901.39,35213.83,40195.770000000004,1,1234-5678-9012-0236,2024-08-11 10:38:58.666190
PAYMENT,Jane,John,6732.05,16166.37,9434.32,3628.78,10360.83,1,1234-5678-9012-0629,2025-04-26 10:38:58.666197
PAYMENT,Bob,John,4396.62,32193.88,27797.260000000002,29378.4,33775.020000000004,1,1234-5678-9012-0599,2024-07-19 10:38:58.666204
DEBIT,Jane,Charlie,1165.03,21768.47,20603.440000000002,26624.85,27789.879999999997,1,1234-5678-9012-0927,2024-12-28 10:38:58.666210
TRANSFER,David,Charlie,3834.71,26891.15,23056.440000000002,45581.74,49416.45,1,1234-5678-9012-0367,2025-03-02 10:38:58.666217
PAYMENT,Bob,Charlie,4394.66,9405.03,5010.370000000001,33074.69,37469.350000000006,1,1234-5678-9012-0103,2025-02-11 10:38:58.666223
TRANSFER,John,Charlie,6852.31,18586.4,11734.09,12122.35,18974.66,1,1234-5678-9012-0511,2025-02-03 10:38:58.666230
DEBIT,David,Eve,6348.98,11411.14,5062.16,35001.95,41350.92999999999,1,1234-5678-9012-0612,2025-03-05 10:38:58.666237
PAYMENT,Charlie,John,9232.05,9400.6,168.5500000000011,41098.9,50330.95,1,1234-5678-9012-0264,2024-10-18 10:38:58.666244
CASH_OUT,David,Charlie,979.94,27456.81,26476.870000000003,18116.19,19096.129999999997,1,1234-5678-9012-0989,2024-05-05 10:38:58.666250
DEBIT,Alice,Jane,3512.64,16836.38,13323.740000000002,39006.19,42518.83,1,1234-5678-9012-0956,2024-05-31 10:38:58.666259
TRANSFER,Alice,David,9102.77,36747.17,27644.399999999998,4533.39,13636.16,1,1234-5678-9012-0544,2024-10-16 10:38:58.666265
TRANSFER,Eve,John,9207.47,35530.55,26323.08,36954.6,46162.07,1,1234-5678-9012-0643,2024-12-29 10:38:58.666272
TRANSFER,Alice,Eve,9729.71,18065.86,8336.150000000001,21469.57,31199.28,1,1234-5678-9012-0431,2024-11-04 10:38:58.666278
CASH_IN,Alice,David,4606.68,14462.3,9855.619999999999,1262.84,5869.52,1,1234-5678-9012-0011,2025-04-27 10:38:58.666285
TRANSFER,Eve,Alice,5602.03,18761.14,13159.11,33693.59,39295.619999999995,1,1234-5678-9012-0311,2024-10-19 10:38:58.666292
TRANSFER,Eve,Jane,5604.37,37173.13,31568.76,15600.61,21204.98,1,1234-5678-9012-0508,2024-11-08 10:38:58.666301
TRANSFER,Alice,John,9919.36,43124.77,33205.409999999996,3988.73,13908.09,1,1234-5678-9012-0608,2025-04-29 10:38:58.666307
DEBIT,Charlie,Jane,5711.3,19951.43,14240.130000000001,9353.89,15065.189999999999,1,1234-5678-9012-0155,2024-11-09 10:38:58.666314
CASH_OUT,David,John,3086.81,11005.97,7919.16,13656.71,16743.52,1,1234-5678-9012-0578,2025-04-26 10:38:58.666321
CASH_IN,John,Bob,2194.91,3968.23,1773.3200000000002,28604.02,30798.93,1,1234-5678-9012-0786,2024-05-10 10:38:58.666327
DEBIT,David,Alice,1473.8,3584.1,2110.3,11524.39,12998.189999999999,1,1234-5678-9012-0600,2024-08-27 10:38:58.666334
DEBIT,Eve,David,1992.07,35563.96,33571.89,28802.4,30794.47,1,1234-5678-9012-0639,2025-02-18 10:38:58.666340
PAYMENT,John,David,900.89,31965.54,31064.65,35559.18,36460.07,1,1234-5678-9012-0937,2025-02-18 10:38:58.666357
DEBIT,David,Alice,8949.44,14518.75,5569.3099999999995,10375.74,19325.18,1,1234-5678-9012-0954,2024-08-19 10:38:58.666364
CASH_IN,Alice,Charlie,9687.97,11671.19,1983.2200000000012,20134.93,29822.9,1,1234-5678-9012-0784,2025-01-14 10:38:58.666373
DEBIT,Alice,Charlie,834.09,31213.33,30379.24,36431.25,37265.34,1,1234-5678-9012-0696,2024-10-05 10:38:58.666380
CASH_IN,John,Charlie,8351.63,45062.67,36711.04,3812.29,12163.919999999998,1,1234-5678-9012-0031,2024-10-21 10:38:58.666386
DEBIT,David,Eve,9151.03,9442.24,291.2099999999991,29562.17,38713.2,1,1234-5678-9012-0718,2025-03-02 10:38:58.666393
TRANSFER,Alice,Bob,5132.37,35253.92,30121.55,33090.35,38222.72,1,1234-5678-9012-0410,2024-09-01 10:38:58.666399
TRANSFER,Bob,David,8384.08,45376.65,36992.57,1669.81,10053.89,1,1234-5678-9012-0151,2025-04-12 10:38:58.666406
DEBIT,Jane,Bob,7046.15,19925.39,12879.24,10682.21,17728.36,1,1234-5678-9012-0333,2024-12-14 10:38:58.666412
TRANSFER,Bob,Charlie,192.51,40855.35,40662.84,40339.65,40532.16,1,1234-5678-9012-0585,2024-12-02 10:38:58.666419
CASH_OUT,Bob,David,3020.42,4018.99,998.5699999999997,42293.58,45314.0,1,1234-5678-9012-0711,2024-07-14 10:38:58.666426
TRANSFER,Jane,Alice,1213.85,28846.05,27632.2,650.17,1864.02,1,1234-5678-9012-0752,2025-04-02 10:38:58.666432
PAYMENT,Jane,Eve,2131.73,28894.56,26762.83,4203.99,6335.719999999999,1,1234-5678-9012-0780,2025-03-31 10:38:58.666439
CASH_OUT,Jane,Eve,5605.12,44545.13,38940.009999999995,7126.53,12731.65,1,1234-5678-9012-0480,2025-03-28 10:38:58.666446
CASH_OUT,John,Bob,7412.99,49407.2,41994.21,12163.71,19576.699999999997,1,1234-5678-9012-0470,2025-02-11 10:38:58.666453
CASH_IN,David,Alice,1114.47,14526.87,13412.400000000001,17458.28,18572.75,1,1234-5678-9012-0187,2024-08-25 10:38:58.666459
CASH_OUT,John,Jane,2088.26,4703.11,2614.8499999999995,33346.82,35435.08,1,1234-5678-9012-0927,2025-02-09 10:38:58.666466
CASH_OUT,David,Alice,9424.37,39736.33,30311.96,33897.38,43321.75,1,1234-5678-9012-0522,2024-05-08 10:38:58.666472
PAYMENT,Alice,Bob,2860.0,18494.6,15634.599999999999,20166.76,23026.76,1,1234-5678-9012-0712,2024-06-10 10:38:58.666479
CASH_IN,David,Bob,9299.34,30661.71,21362.37,49175.86,58475.2,1,1234-5678-9012-0524,2025-03-22 10:38:58.666485
CASH_IN,John,Alice,619.63,6016.2,5396.57,45436.43,46056.06,1,1234-5678-9012-0809,2024-06-12 10:38:58.666492
PAYMENT,Eve,Jane,5032.58,44919.9,39887.32,29840.84,34873.42,1,1234-5678-9012-0878,2024-05-29 10:38:58.666499
CASH_IN,Eve,Bob,1057.47,35275.96,34218.49,23851.34,24908.81,1,1234-5678-9012-0604,2024-07-21 10:38:58.666506
TRANSFER,David,Jane,8951.98,8983.02,31.040000000000873,38501.84,47453.81999999999,1,1234-5678-9012-0589,2024-09-03 10:38:58.666513
TRANSFER,Charlie,Jane,5560.68,26815.89,21255.21,31128.68,36689.36,1,1234-5678-9012-0693,2025-03-30 10:38:58.666521
DEBIT,Bob,Jane,3438.03,23396.71,19958.68,21244.53,24682.559999999998,1,1234-5678-9012-0269,2025-03-06 10:38:58.666528
PAYMENT,Jane,Eve,6919.12,43807.14,36888.02,18002.46,24921.579999999998,1,1234-5678-9012-0441,2025-04-14 10:38:58.666535
PAYMENT,Eve,Jane,1390.6,44896.87,43506.270000000004,41202.85,42593.45,1,1234-5678-9012-0373,2025-02-08 10:38:58.666541
DEBIT,Charlie,Alice,9030.08,35503.29,26473.21,21753.52,30783.6,1,1234-5678-9012-0597,2024-08-22 10:38:58.666550
TRANSFER,Eve,David,4152.43,36559.56,32407.129999999997,33844.72,37997.15,1,1234-5678-9012-0034,2024-11-26 10:38:58.666556
CASH_IN,John,Charlie,8701.1,38680.91,29979.810000000005,43381.44,52082.54,1,1234-5678-9012-0234,2024-11-01 10:38:58.666563
DEBIT,Alice,Charlie,2438.15,32469.9,30031.75,5342.98,7781.129999999999,1,1234-5678-9012-0325,2024-05-30 10:38:58.666570
TRANSFER,Eve,Bob,1497.4,36796.82,35299.42,21839.12,23336.52,1,1234-5678-9012-0245,2024-06-22 10:38:58.666576
TRANSFER,John,Eve,6931.34,29171.45,22240.11,12953.15,19884.489999999998,1,1234-5678-9012-0519,2024-10-18 10:38:58.666583
PAYMENT,Charlie,Eve,8605.23,15139.68,6534.450000000001,21455.92,30061.149999999998,1,1234-5678-9012-0479,2024-07-31 10:38:58.666589
CASH_OUT,David,Eve,708.58,10214.9,9506.32,14549.58,15258.16,1,1234-5678-9012-0109,2025-01-24 10:38:58.666598
CASH_OUT,David,Charlie,6847.79,15975.87,9128.080000000002,29419.31,36267.1,1,1234-5678-9012-0375,2024-09-24 10:38:58.666605
TRANSFER,Charlie,David,3922.12,17600.43,13678.310000000001,34860.99,38783.11,1,1234-5678-9012-0952,2024-08-07 10:38:58.666611
DEBIT,Jane,Alice,2410.53,28995.4,26584.870000000003,36162.76,38573.29,1,1234-5678-9012-0059,2024-09-09 10:38:58.666618
TRANSFER,Alice,Eve,3327.62,36244.13,32916.509999999995,49826.66,53154.280000000006,1,1234-5678-9012-0280,2025-03-28 10:38:58.666625
PAYMENT,Charlie,Eve,5203.51,34436.33,29232.82,38826.27,44029.78,1,1234-5678-9012-0071,2025-03-01 10:38:58.666631
TRANSFER,Jane,John,7288.35,8758.2,1469.8500000000004,16959.37,24247.72,1,1234-5678-9012-0084,2024-08-03 10:38:58.666638
CASH_OUT,Jane,David,183.75,28100.2,27916.45,29650.04,29833.79,1,1234-5678-9012-0042,2024-11-25 10:38:58.666644
DEBIT,Alice,Jane,9515.92,48510.48,38994.560000000005,12837.45,22353.370000000003,1,1234-5678-9012-0145,2024-07-03 10:38:58.666651
DEBIT,Alice,Charlie,7915.49,20191.69,12276.199999999999,45817.64,53733.13,1,1234-5678-9012-0435,2024-11-01 10:38:58.666657
DEBIT,Bob,Eve,9555.3,1787.28,-7768.0199999999995,31842.44,41397.74,1,1234-5678-9012-0503,2024-12-13 10:38:58.666664
CASH_IN,Eve,Jane,633.28,33303.94,32670.660000000003,15745.81,16379.09,1,1234-5678-9012-0287,2025-04-04 10:38:58.666671
DEBIT,Alice,Eve,7172.78,18377.19,11204.41,16357.19,23529.97,1,1234-5678-9012-0182,2024-11-20 10:38:58.666677
CASH_IN,David,Jane,8182.63,9711.36,1528.7300000000005,24641.24,32823.87,1,1234-5678-9012-0709,2024-06-21 10:38:58.666684
PAYMENT,Jane,Bob,2270.65,7891.84,5621.1900000000005,3221.41,5492.0599999999995,1,1234-5678-9012-0813,2024-07-31 10:38:58.666691
PAYMENT,Eve,Jane,5714.65,29554.75,23840.1,13682.62,19397.27,1,1234-5678-9012-0521,2025-03-05 10:38:58.666700
DEBIT,Alice,Jane,4599.89,12827.17,8227.279999999999,38048.23,42648.12,1,1234-5678-9012-0973,2024-09-02 10:38:58.666706
CASH_OUT,Eve,John,1534.05,32666.64,31132.59,46575.43,48109.48,1,1234-5678-9012-0736,2024-05-05 10:38:58.666713
DEBIT,Eve,John,1578.51,25984.6,24406.09,38416.18,39994.69,1,1234-5678-9012-0033,2024-07-06 10:38:58.666720
CASH_OUT,Charlie,Bob,8830.82,26419.9,17589.08,48927.46,57758.28,1,1234-5678-9012-0672,2025-01-09 10:38:58.666728
PAYMENT,Alice,Charlie,6689.02,640.83,-6048.1900000000005,38496.62,45185.64,1,1234-5678-9012-0521,2024-12-31 10:38:58.666735
TRANSFER,Bob,Eve,7411.49,33546.21,26134.72,4155.2,11566.689999999999,1,1234-5678-9012-0695,2025-03-24 10:38:58.666742
CASH_IN,David,Alice,6351.2,43800.11,37448.91,30507.25,36858.45,1,1234-5678-9012-0672,2025-04-01 10:38:58.666748
PAYMENT,John,David,1302.83,5983.57,4680.74,48385.96,49688.79,1,1234-5678-9012-0398,2024-10-16 10:38:58.666755
CASH_IN,Jane,Charlie,8906.25,29394.88,20488.63,45867.77,54774.02,1,1234-5678-9012-0873,2025-02-19 10:38:58.666761
CASH_OUT,Bob,Eve,4164.23,35458.42,31294.19,28590.22,32754.45,1,1234-5678-9012-0474,2025-02-05 10:38:58.666768
CASH_IN,Bob,Alice,6881.38,35593.23,28711.850000000002,29918.67,36800.049999999996,1,1234-5678-9012-0395,2024-07-12 10:38:58.666775
TRANSFER,John,Bob,2440.38,31191.71,28751.329999999998,30871.69,33312.07,1,1234-5678-9012-0968,2024-09-09 10:38:58.666782
TRANSFER,Eve,Bob,7233.16,48181.05,40947.89,24808.16,32041.32,1,1234-5678-9012-0726,2025-04-25 10:38:58.666788
DEBIT,David,Alice,3464.07,45450.17,41986.1,6699.04,10163.11,1,1234-5678-9012-0800,2025-04-03 10:38:58.666794
CASH_OUT,David,Bob,4156.13,6843.57,2687.4399999999996,15558.91,19715.04,1,1234-5678-9012-0146,2025-03-24 10:38:58.666801
CASH_IN,Charlie,David,2638.37,8121.31,5482.9400000000005,15557.37,18195.74,1,1234-5678-9012-0823,2024-08-27 10:38:58.666807
CASH_IN,Charlie,Jane,2417.33,9548.32,7130.99,31430.43,33847.76,1,1234-5678-9012-0294,2024-05-29 10:38:58.666814
CASH_IN,Jane,Alice,2236.35,4858.28,2621.93,10639.93,12876.28,1,1234-5678-9012-0653,2024-08-04 10:38:58.666821
PAYMENT,Charlie,Alice,614.08,30350.34,29736.26,2722.76,3336.84,1,1234-5678-9012-0267,2024-10-30 10:38:58.666827
DEBIT,David,Eve,5653.16,34086.37,28433.210000000003,3628.74,9281.9,1,1234-5678-9012-0538,2025-04-28 10:38:58.666834
CASH_OUT,Alice,Bob,2505.23,11288.47,8783.24,48102.21,50607.44,1,1234-5678-9012-0748,2025-02-05 10:38:58.666841
CASH_OUT,David,Bob,9286.87,23522.27,14235.4,2736.51,12023.380000000001,1,1234-5678-9012-0005,2024-09-03 10:38:58.666848
CASH_IN,Jane,David,8403.19,34339.42,25936.229999999996,38477.11,46880.3,1,1234-5678-9012-0345,2024-09-30 10:38:58.666854
PAYMENT,David,Bob,9996.05,2372.5,-7623.549999999999,37740.14,47736.19,1,1234-5678-9012-0676,2024-10-10 10:38:58.666861
PAYMENT,Charlie,Jane,178.85,24021.46,23842.61,27533.29,27712.14,1,1234-5678-9012-0838,2024-07-26 10:38:58.666867
TRANSFER,Alice,Jane,2830.97,25333.43,22502.46,24947.07,27778.04,1,1234-5678-9012-0895,2024-07-16 10:38:58.666874
TRANSFER,Bob,John,111.29,3759.0,3647.71,46773.67,46884.96,1,1234-5678-9012-0703,2024-07-03 10:38:58.666882
TRANSFER,Eve,John,8320.94,20451.15,12130.210000000001,22706.05,31026.989999999998,1,1234-5678-9012-0748,2025-01-08 10:38:58.666889
TRANSFER,Eve,Jane,865.27,16658.83,15793.560000000001,49647.17,50512.439999999995,1,1234-5678-9012-0323,2025-01-29 10:38:58.666897
CASH_IN,Alice,Bob,9452.08,26398.57,16946.489999999998,11491.46,20943.54,1,1234-5678-9012-0362,2024-09-13 10:38:58.666904
DEBIT,David,Alice,5178.81,25077.99,19899.18,42446.43,47625.24,1,1234-5678-9012-0238,2025-03-14 10:38:58.666911
CASH_IN,John,Jane,8285.54,48285.77,40000.229999999996,23206.33,31491.870000000003,1,1234-5678-9012-0252,2024-09-26 10:38:58.666917
DEBIT,John,David,7598.08,42970.56,35372.479999999996,39361.84,46959.92,1,1234-5678-9012-0639,2024-07-23 10:38:58.666924
DEBIT,Charlie,David,6818.59,23358.43,16539.84,33889.12,40707.71000000001,1,1234-5678-9012-0919,2025-03-21 10:38:58.666931
DEBIT,John,Jane,7610.58,39806.32,32195.739999999998,12917.49,20528.07,1,1234-5678-9012-0130,2024-06-13 10:38:58.666937
CASH_IN,Bob,Eve,6593.02,17273.01,10679.989999999998,42547.72,49140.740000000005,1,1234-5678-9012-0064,2024-05-06 10:38:58.666944
DEBIT,Alice,John,4861.42,42790.8,37929.380000000005,7107.67,11969.09,1,1234-5678-9012-0779,2024-11-04 10:38:58.666951
TRANSFER,Jane,Bob,3098.82,28379.22,25280.4,48822.33,51921.15,1,1234-5678-9012-0960,2025-01-23 10:38:58.666957
DEBIT,Jane,John,7627.61,11557.7,3930.090000000001,27717.56,35345.17,1,1234-5678-9012-0309,2024-10-07 10:38:58.666964
TRANSFER,Alice,Jane,2204.32,15776.88,13572.56,28481.15,30685.47,1,1234-5678-9012-0622,2024-12-12 10:38:58.666970
CASH_OUT,Eve,Bob,5406.94,8073.38,2666.4400000000005,46558.15,51965.090000000004,1,1234-5678-9012-0200,2025-03-22 10:38:58.666977
CASH_IN,Eve,Charlie,3372.19,48159.23,44787.04,43483.33,46855.520000000004,1,1234-5678-9012-0336,2024-09-15 10:38:58.666984
CASH_IN,Jane,Eve,9631.09,15370.32,5739.23,41022.0,50653.09,1,1234-5678-9012-0586,2025-01-16 10:38:58.666990
CASH_OUT,Jane,John,1314.75,28197.02,26882.27,795.11,2109.86,1,1234-5678-9012-0056,2024-06-21 10:38:58.666996
